Type,RegionName,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Average,Minnesota,1983,-9.778,-6.0,-1.444,4.056,10.556,17.667,22.667,22.278,14.5,7.111,-0.833,-18.222
Average,Minnesota,1988,-15.278,-13.556,-2.111,6.056,16.333,21.333,22.5,20.722,14.333,4.944,-1.889,-9.722
Average,Minnesota,1993,-13.333,-11.333,-3.611,4.667,12.0,15.944,18.889,19.222,10.889,5.611,-3.778,-9.0
Average,Minnesota,1998,-10.0,-1.778,-2.5,8.222,15.778,16.722,20.556,20.5,16.889,8.722,-0.056,-7.0
Average,Minnesota,2003,-12.167,-12.278,-3.444,6.333,12.389,17.556,20.444,21.222,14.389,8.333,-3.0,-6.333
Average,Minnesota,2008,-13.056,-12.556,-4.722,4.222,10.833,17.167,20.222,19.333,14.833,7.778,-0.667,-13.944
Average,Minnesota,2013,-11.444,-10.556,-6.333,1.111,11.778,17.722,20.556,19.889,16.389,7.167,-2.444,-15.0
Average,Minnesota,2018,-12.0,-13.0,-2.5,0.389,16.167,19.444,20.944,19.667,15.0,4.833,-5.111,-6.556
Average,Minnesota,2022,-15.778,-14.167,-3.278,2.0,12.944,19.0,20.944,19.611,15.667,8.278,-1.056,-10.778
Average,Mississippi,1968,5.722,4.611,11.111,18.111,21.111,25.778,26.333,26.611,21.944,17.889,10.833,6.556
Average,Mississippi,1973,5.889,7.333,15.556,16.056,20.5,25.889,27.333,25.611,24.611,20.056,14.944,7.778
Average,Mississippi,1978,1.889,3.333,10.722,18.222,21.722,25.889,27.722,26.778,24.889,17.0,15.056,8.167
Average,Mississippi,1983,5.944,8.389,11.444,14.556,20.722,24.056,27.278,27.722,22.722,18.167,12.278,4.667
Average,Mississippi,1988,4.5,7.722,12.444,17.667,20.833,25.389,26.778,27.222,24.167,15.611,14.0,8.389
Average,Mississippi,1993,8.722,8.333,11.333,15.056,20.722,25.722,27.944,27.444,23.5,17.222,10.889,7.833
Average,Mississippi,1998,9.278,9.944,12.722,16.778,23.389,27.556,28.278,27.444,26.0,19.778,14.444,10.056
Average,Mississippi,2003,4.722,8.167,13.556,17.944,22.778,24.778,26.5,27.0,23.0,18.056,14.778,7.167
Average,Mississippi,2008,6.389,10.056,13.5,17.222,21.722,26.222,27.333,25.833,23.389,17.0,11.111,9.056
Average,Mississippi,2013,9.5,9.444,10.222,16.722,20.5,26.056,26.0,26.444,25.0,18.556,10.611,8.167
Average,Mississippi,2018,4.5,13.833,13.944,14.944,24.333,27.0,27.667,26.833,26.056,19.667,10.278,9.444
Average,Mississippi,2022,6.778,9.333,13.944,17.778,23.889,27.333,28.278,26.722,23.778,17.111,12.778,10.056
Average,Missouri,1968,-2.056,-1.111,7.5,12.833,16.056,23.389,24.444,24.111,19.0,13.722,5.222,-0.611
Average,Missouri,1973,-1.167,0.944,9.667,11.222,16.333,23.0,25.167,24.611,20.556,16.111,8.389,0.111
Average,Missouri,1978,-7.0,-5.833,3.5,13.556,17.167,22.889,26.0,24.167,22.222,12.722,7.556,0.444
Average,Missouri,1983,-0.167,2.889,6.611,9.056,16.111,22.056,26.556,27.722,20.778,14.333,7.944,-7.444
Average,Missouri,1988,-2.389,-1.0,6.778,12.611,19.0,24.0,25.167,25.889,20.278,10.833,7.389,1.889
Average,Missouri,1993,-1.333,-0.722,4.778,10.667,17.444,22.222,25.778,25.222,17.389,11.944,4.667,1.778
Average,Missouri,1998,1.833,5.111,5.056,12.222,20.667,23.111,25.556,24.889,23.0,14.778,9.111,2.444
Average,Missouri,2003,-2.556,-0.444,7.0,13.722,17.5,20.667,25.611,26.0,18.222,14.0,7.944,2.333
Average,Missouri,2008,-0.667,-0.556,6.222,11.222,16.889,23.056,24.778,23.278,19.556,13.167,6.5,-0.556
Average,Missouri,2013,1.0,1.333,3.5,11.167,17.444,22.778,23.889,23.667,21.5,13.278,5.444,-0.944
Average,Missouri,2018,-2.222,2.0,6.667,9.0,22.5,25.222,25.667,24.667,21.833,13.556,3.111,2.667
Average,Missouri,2022,-2.0,0.333,7.833,11.722,18.833,24.056,26.556,24.667,20.833,13.333,6.778,0.611
Average,Montana,1968,-8.611,-3.5,2.611,3.333,8.444,13.611,18.333,16.0,12.111,6.222,-0.667,-10.056
Average,Montana,1973,-7.0,-4.111,1.389,3.222,10.111,15.0,18.5,19.0,11.667,7.222,-4.167,-4.5
Average,Montana,1978,-12.222,-8.722,-0.667,5.333,9.556,14.778,17.5,16.667,13.0,7.0,-5.556,-10.778
Average,Montana,1983,-3.0,-0.611,0.889,3.722,9.0,14.222,18.444,20.944,11.167,7.056,-0.333,-15.889
Average,Montana,1988,-8.111,-4.222,0.889,6.722,12.611,19.944,19.944,18.444,12.111,8.167,-0.778,-4.944
Average,Montana,1993,-11.0,-9.389,1.333,5.278,12.056,13.222,14.0,15.389,10.889,6.111,-3.778,-3.167
Average,Montana,1998,-7.222,-0.889,-1.722,6.5,11.5,12.444,20.611,20.056,16.333,6.778,0.611,-6.0
Average,Montana,2003,-4.056,-5.889,-1.222,6.722,10.056,14.667,21.278,21.111,12.556,8.611,-4.444,-3.833
Average,Montana,2008,-7.722,-4.333,-0.444,3.111,9.778,13.722,19.167,18.667,12.0,6.5,2.111,-10.0
Average,Montana,2013,-5.722,-2.556,-0.833,2.722,11.056,15.0,19.722,19.611,14.889,4.889,-0.889,-8.667
Average,Montana,2018,-5.722,-11.444,-2.056,3.278,13.167,15.111,19.333,18.056,11.667,5.333,-1.0,-3.889
Average,Montana,2022,-5.056,-5.278,0.833,1.778,9.167,14.722,20.556,20.944,15.944,8.389,-5.222,-9.611
Average,Nebraska,1968,-5.333,-2.556,5.333,8.333,12.222,21.167,22.944,21.889,16.389,11.278,1.722,-6.611
Average,Nebraska,1973,-5.167,-1.778,4.444,7.778,13.556,20.722,23.0,23.722,15.278,11.833,2.111,-4.444
Average,Nebraska,1978,-11.167,-9.222,1.611,9.278,14.333,20.778,23.667,21.833,19.222,10.444,0.889,-7.5
Average,Nebraska,1983,-2.5,0.333,2.444,5.444,12.333,19.056,24.611,25.889,18.333,10.889,2.611,-13.389
Average,Nebraska,1988,-8.111,-3.611,3.444,9.0,16.722,23.778,23.444,23.333,17.167,9.389,3.556,-0.833
Average,Nebraska,1993,-7.667,-7.167,2.167,7.5,14.5,18.5,21.556,21.5,14.278,9.389,-0.111,-1.167
Average,Nebraska,1998,-3.0,1.778,-0.111,8.556,16.611,18.333,24.056,23.0,20.611,10.944,4.778,-1.5
Average,Nebraska,2003,-2.833,-3.889,3.722,10.278,14.111,18.944,24.667,24.167,16.167,12.556,1.5,-0.833
Average,Nebraska,2008,-5.944,-3.222,3.0,7.0,13.5,19.722,23.889,21.889,16.778,10.111,3.833,-5.944
Average,Nebraska,2013,-3.611,-1.778,1.556,5.833,14.722,20.444,22.889,23.222,20.0,9.333,2.222,-5.111
Average,Nebraska,2018,-5.0,-5.722,3.611,5.111,17.667,22.333,23.0,21.556,18.722,8.444,0.833,-2.167
Average,Nebraska,2022,-3.556,-2.889,3.333,8.056,14.833,21.889,24.667,23.889,19.722,11.222,1.333,-5.222
Average,Nevada,1968,-0.833,4.722,5.333,6.556,12.556,18.556,23.056,18.389,16.111,10.556,3.889,-1.833
Average,Nevada,1973,-2.833,1.278,2.389,6.889,14.556,18.611,22.556,21.278,15.667,10.167,3.667,1.222
Average,Nevada,1978,1.167,2.111,7.0,7.111,11.556,17.5,22.0,20.778,14.889,12.444,2.389,-3.111
Average,Nevada,1983,1.056,2.389,4.556,5.167,11.778,17.0,20.389,20.833,17.5,11.222,3.889,0.611
Average,Nevada,1988,-2.333,2.167,4.778,9.111,12.611,19.222,23.889,21.778,16.389,14.444,4.056,-1.611
Average,Nevada,1993,-3.111,-0.889,6.667,8.333,14.611,16.111,19.778,20.333,16.833,10.722,1.833,-0.389
Average,Nevada,1998,1.778,0.833,4.611,6.611,10.0,15.389,23.222,22.889,17.167,8.833,4.167,-0.889
Average,Nevada,2003,4.833,1.167,5.944,6.778,13.889,19.889,25.0,22.444,18.222,13.889,2.167,0.722
Average,Nevada,2008,-2.444,1.444,4.556,7.333,12.333,18.556,23.5,22.889,17.722,11.111,6.889,-1.111
Average,Nevada,2013,-3.333,0.722,7.056,9.111,13.611,20.333,24.611,22.0,16.944,8.944,5.278,-2.0
Average,Nevada,2018,3.611,0.944,4.167,10.0,14.278,19.889,25.0,22.889,18.333,10.167,4.111,0.0
Average,Nevada,2022,1.167,1.444,6.278,8.444,12.444,19.389,24.556,23.389,19.778,12.389,1.111,-0.333
Average,New Hampshire,1968,-11.111,-9.944,-0.389,7.0,10.222,15.5,19.889,16.889,15.0,9.222,-0.056,-7.111
Average,New Hampshire,1973,-6.444,-7.389,2.0,6.167,10.556,17.5,20.111,20.389,13.222,8.056,1.222,-2.778
Average,New Hampshire,1978,-8.778,-10.444,-3.444,3.389,12.722,16.444,19.056,18.389,11.778,6.778,0.833,-5.611
Average,New Hampshire,1983,-6.722,-5.0,0.278,5.556,10.611,17.444,19.889,18.944,15.389,7.667,2.222,-6.222
Average,New Hampshire,1988,-8.778,-6.444,-1.444,5.167,12.667,15.833,20.611,19.778,12.778,5.722,2.167,-6.556
Average,New Hampshire,1993,-6.111,-11.111,-2.833,6.0,12.278,16.333,19.611,19.111,13.5,6.111,1.556,-4.278
Average,New Hampshire,1998,-4.889,-2.333,0.389,6.556,14.222,16.333,19.389,19.056,14.778,8.444,2.278,-1.056
Average,New Hampshire,2003,-11.389,-8.722,-2.0,3.722,11.111,16.944,19.778,19.944,14.778,7.167,3.0,-4.333
Average,New Hampshire,2008,-5.556,-5.444,-2.611,6.667,10.778,17.722,20.167,17.667,14.667,7.222,1.944,-4.222
Average,New Hampshire,2013,-6.556,-4.944,-0.667,5.556,12.722,17.333,21.444,18.222,14.111,8.889,0.667,-5.444
Average,New Hampshire,2018,-7.611,-2.778,-0.944,3.333,14.056,16.333,21.056,20.667,16.167,7.222,-0.444,-4.056
Average,New Hampshire,2022,-9.5,-4.667,0.0,5.889,14.0,16.5,20.389,21.0,14.5,9.222,4.167,-2.0
Average,New Jersey,1968,-3.889,-2.667,5.333,10.889,14.0,20.111,23.5,23.0,19.111,13.389,6.611,-0.611
Average,New Jersey,1973,0.333,-0.833,7.056,10.556,14.056,21.944,23.611,23.556,19.167,13.389,7.389,2.556
Average,New Jersey,1978,-3.056,-5.278,2.444,9.333,14.333,20.222,22.0,23.333,17.444,11.5,7.333,1.944
Average,New Jersey,1983,-0.278,0.333,5.611,9.611,14.778,20.778,24.278,23.556,19.278,12.5,7.167,-0.111
Average,New Jersey,1988,-3.889,0.167,5.167,9.167,15.611,20.444,24.722,24.111,17.444,9.611,7.389,0.556
Average,New Jersey,1993,1.722,-2.0,2.556,10.167,16.611,20.722,24.611,23.111,18.389,11.333,6.611,1.0
Average,New Jersey,1998,3.778,3.944,6.222,11.333,17.389,20.278,23.556,23.389,20.111,12.889,7.056,4.444
Average,New Jersey,2003,-3.111,-2.111,5.167,9.167,13.833,19.667,23.611,23.944,19.389,11.611,9.167,1.944
Average,New Jersey,2008,1.278,1.778,5.389,11.667,14.389,22.778,24.444,21.833,19.667,11.889,6.5,2.556
Average,New Jersey,2013,1.056,0.444,3.667,10.833,16.056,21.778,25.444,21.889,18.0,13.944,6.056,2.222
Average,New Jersey,2018,-1.556,4.111,3.5,8.889,18.444,21.167,24.556,24.889,21.222,13.556,5.833,3.222
Average,New Jersey,2022,-1.889,2.0,6.611,10.611,17.333,21.056,25.5,25.111,19.778,12.222,8.722,2.0
Average,New Mexico,1968,0.722,4.167,5.889,9.167,15.056,21.0,21.667,20.222,17.0,13.0,5.0,0.222
Average,New Mexico,1973,-0.778,1.944,4.944,7.5,14.611,19.556,21.833,21.333,17.444,12.611,7.111,1.778
Average,New Mexico,1978,1.167,2.111,7.722,12.111,15.222,21.444,23.667,21.222,17.556,13.0,6.5,-0.222
Average,New Mexico,1983,1.222,3.167,6.333,7.667,14.0,19.167,22.778,22.5,19.889,12.944,6.389,0.667
Average,New Mexico,1988,-0.556,3.944,6.056,10.556,15.389,20.722,22.111,21.222,16.944,13.778,6.556,0.833
Average,New Mexico,1993,2.667,3.444,7.222,11.222,15.833,20.667,23.111,21.389,17.556,11.5,4.444,1.889
Average,New Mexico,1998,2.833,2.944,6.167,9.056,16.556,21.056,23.5,21.944,20.5,13.0,7.611,2.722
Average,New Mexico,2003,4.556,3.667,7.278,11.611,17.333,20.667,24.889,23.056,18.889,14.944,7.0,2.667
Average,New Mexico,2008,0.278,4.222,7.167,10.889,15.667,22.167,22.222,21.667,17.611,12.722,7.0,2.667
Average,New Mexico,2013,0.0,2.278,8.111,11.444,16.444,23.389,22.778,22.389,18.889,11.444,5.944,1.389
Average,New Mexico,2018,2.778,5.167,8.444,12.833,18.611,23.5,23.944,22.778,19.389,12.167,5.111,2.0
Average,New Mexico,2022,2.0,1.722,6.944,12.944,18.222,22.556,24.611,22.167,20.056,12.222,4.556,2.944
Average,New York,1968,-9.944,-8.778,0.722,8.611,10.778,16.833,20.278,18.667,16.222,10.167,1.833,-5.889
Average,New York,1973,-4.5,-7.389,3.722,7.111,11.111,19.0,20.722,20.944,14.889,10.111,3.111,-3.0
Average,New York,1978,-8.389,-10.5,-3.056,4.556,13.056,17.0,19.667,19.667,13.611,7.778,2.556,-3.5
Average,New York,1983,-5.444,-3.889,1.333,5.5,11.111,18.0,20.944,19.944,16.056,9.111,3.056,-5.611
Average,New York,1988,-7.111,-5.778,-0.389,6.167,13.556,16.556,21.667,20.556,14.111,6.556,3.944,-4.222
Average,New York,1993,-4.278,-9.5,-2.444,6.778,12.889,16.889,20.889,19.889,14.222,7.556,2.444,-4.167
Average,New York,1998,-2.5,-1.0,1.556,7.778,15.778,17.611,19.833,20.0,16.167,9.667,3.611,0.444
Average,New York,2003,-9.667,-7.611,-0.167,5.167,12.111,17.0,20.056,20.611,15.833,7.889,4.722,-2.5
Average,New York,2008,-3.389,-4.722,-1.5,9.111,10.944,19.222,20.611,18.222,15.944,8.0,2.444,-3.056
Average,New York,2013,-4.278,-4.833,-0.778,6.333,14.0,17.778,21.778,18.778,14.611,10.444,1.333,-3.667
Average,New York,2018,-7.167,-1.444,-1.167,3.222,15.556,17.444,21.778,21.333,17.556,8.722,0.722,-1.944
Average,New York,2022,-9.0,-4.556,0.944,6.556,14.722,17.667,20.944,21.111,15.833,9.444,4.944,-1.722
Average,North Carolina,1968,2.056,1.556,10.111,14.444,17.778,22.722,24.667,25.389,20.5,15.667,9.778,3.389
Average,North Carolina,1973,4.167,4.0,11.944,13.667,17.944,23.389,24.5,24.278,22.556,16.333,11.167,5.722
Average,North Carolina,1978,0.833,0.722,8.167,14.833,18.056,23.0,24.5,25.0,22.111,14.222,12.0,6.167
Average,North Carolina,1983,3.389,4.833,10.056,12.111,18.278,22.056,25.5,25.556,21.0,15.556,9.889,4.111
Average,North Carolina,1988,1.333,5.0,9.556,13.889,18.167,22.222,24.944,25.667,20.389,12.0,10.389,4.833
Average,North Carolina,1993,6.444,4.444,8.056,13.0,19.5,23.556,27.056,24.611,22.056,14.944,10.111,4.333
Average,North Carolina,1998,6.833,7.556,9.667,14.722,20.222,24.333,25.778,24.722,22.889,16.111,11.0,8.333
Average,North Carolina,2003,2.444,5.222,11.556,14.222,18.778,22.5,24.778,25.167,20.778,14.944,13.167,4.611
Average,North Carolina,2008,4.5,7.889,10.556,14.833,18.222,25.056,24.778,24.167,21.556,14.333,8.444,7.833
Average,North Carolina,2013,6.722,5.444,6.667,14.833,18.389,23.5,25.0,23.556,20.778,15.944,8.778,7.444
Average,North Carolina,2018,2.167,11.056,7.944,13.389,22.0,24.889,25.111,25.167,24.556,16.944,9.111,7.222
Average,North Carolina,2022,3.667,7.778,11.889,14.889,20.444,23.889,26.111,24.722,21.278,14.111,11.778,5.389
Average,North Dakota,1968,-14.056,-11.444,0.833,5.222,9.889,16.167,19.722,17.667,13.833,7.056,-1.667,-13.444
Average,North Dakota,1973,-9.778,-7.5,1.944,4.778,12.111,17.722,19.889,21.778,12.722,9.0,-5.667,-11.889
Average,North Dakota,1978,-19.778,-15.0,-4.056,5.167,14.056,17.278,19.889,19.667,16.222,7.444,-6.0,-13.944
Average,North Dakota,1983,-7.278,-5.0,-2.5,3.611,10.0,17.111,22.333,23.222,13.222,6.667,-1.222,-19.222
Average,North Dakota,1988,-13.722,-11.167,-1.444,6.722,15.611,23.389,22.278,20.611,13.111,5.889,-2.833,-9.0
Average,North Dakota,1993,-14.5,-12.444,-2.111,5.167,12.333,14.889,16.889,18.056,11.222,5.444,-4.333,-8.722
Average,North Dakota,1998,-12.0,-2.333,-5.667,8.278,13.833,15.444,21.222,21.444,16.889,7.444,-1.778,-8.111
Average,North Dakota,2003,-11.833,-12.889,-5.111,7.167,11.833,16.667,21.056,22.333,13.778,8.833,-6.889,-6.5
Average,North Dakota,2008,-12.444,-12.056,-3.056,4.444,10.778,16.0,20.667,20.333,13.722,6.889,-1.389,-15.0
Average,North Dakota,2013,-11.444,-8.444,-8.0,-0.389,11.889,17.389,20.167,20.333,16.667,5.333,-3.222,-15.0
Average,North Dakota,2018,-11.222,-14.778,-4.056,0.722,15.667,19.667,20.722,19.778,12.778,3.944,-5.056,-6.222
Average,North Dakota,2022,-12.944,-12.5,-2.833,0.889,11.611,18.111,21.444,20.833,16.111,7.778,-4.889,-14.0
Average,Ohio,1968,-5.5,-4.611,4.444,10.778,13.778,20.611,22.389,22.333,18.222,11.667,5.667,-1.611
Average,Ohio,1973,-1.444,-1.778,8.278,9.556,14.056,21.722,22.778,22.278,19.278,13.667,6.222,-0.167
Average,Ohio,1978,-7.778,-9.111,0.389,9.611,14.833,20.667,22.167,21.889,19.944,10.0,6.111,0.0
Average,Ohio,1983,-1.722,0.556,5.278,8.333,13.778,20.611,24.167,23.778,18.5,12.056,6.222,-4.556
Average,Ohio,1988,-3.944,-2.333,3.833,9.444,16.167,20.667,24.278,23.556,17.444,8.0,6.0,-0.722
Average,Ohio,1993,0.111,-3.056,2.111,9.333,15.778,20.0,23.722,22.889,16.778,10.389,5.222,-0.611
Average,Ohio,1998,2.0,3.722,5.444,10.667,18.333,20.611,22.222,22.611,20.0,12.333,6.611,2.722
Average,Ohio,2003,-5.833,-3.667,5.0,11.111,15.278,18.889,22.0,22.556,17.111,10.667,8.0,0.444
Average,Ohio,2008,-1.611,-2.0,2.667,11.611,13.889,21.556,22.389,21.333,19.444,11.111,4.389,-0.556
Average,Ohio,2013,-0.833,-1.556,1.667,10.333,17.333,20.833,22.5,21.222,18.056,12.389,3.889,0.0
Average,Ohio,2018,-3.889,2.556,2.444,7.278,20.0,21.889,23.222,23.111,20.889,12.389,3.0,1.722
Average,Ohio,2022,-4.444,-0.667,6.222,9.278,17.667,21.444,23.389,22.333,18.444,11.111,6.667,0.389
Average,Oklahoma,1968,2.556,3.111,9.944,14.833,18.611,24.556,26.278,26.5,21.278,16.667,7.667,2.556
Average,Oklahoma,1973,0.722,4.389,11.0,12.889,19.056,24.278,26.778,26.444,21.778,17.667,11.111,4.0
Average,Oklahoma,1978,-3.167,-1.667,8.444,16.889,19.611,25.111,29.778,27.278,24.889,16.722,9.778,2.833
Average,Oklahoma,1983,2.778,5.0,8.556,11.778,18.167,22.778,27.722,29.222,23.667,16.889,10.222,-3.5
Average,Oklahoma,1988,0.333,4.222,9.056,14.222,20.222,25.333,27.222,27.778,22.389,14.722,10.056,5.444
Average,Oklahoma,1993,1.722,3.611,8.667,13.278,18.944,24.5,28.556,27.833,20.889,14.167,6.611,5.333
Average,Oklahoma,1998,4.667,7.111,7.944,13.889,22.222,26.611,29.944,28.111,26.444,17.556,11.333,4.778
Average,Oklahoma,2003,2.889,3.5,9.833,16.056,20.389,22.944,28.5,28.167,20.556,17.111,10.167,5.667
Average,Oklahoma,2008,3.5,5.111,10.444,14.333,20.278,25.667,27.611,26.167,21.167,15.611,10.111,3.667
Average,Oklahoma,2013,4.278,5.056,8.611,12.611,19.444,25.611,26.444,26.833,24.333,15.778,8.111,1.778
Average,Oklahoma,2018,2.556,5.0,11.667,12.333,23.944,27.0,28.167,26.611,23.278,15.611,6.944,4.889
Average,Oklahoma,2022,2.833,3.611,10.278,16.167,21.444,26.389,30.333,28.111,24.444,16.667,8.5,4.5
Average,Oregon,1968,-0.222,4.333,5.278,5.389,10.111,14.722,19.389,16.389,14.389,8.333,3.556,-0.444
Average,Oregon,1973,-1.333,2.667,3.222,6.389,11.833,14.722,18.833,17.5,14.389,8.5,2.722,2.5
Average,Oregon,1978,1.722,2.889,6.333,6.0,9.0,14.5,18.222,17.278,12.889,10.0,0.778,-2.722
Average,Oregon,1983,2.111,3.5,5.0,5.444,11.056,13.222,16.222,18.5,13.222,9.444,4.167,-2.278
Average,Oregon,1988,-1.111,3.056,4.167,7.889,10.056,14.667,19.056,18.0,14.5,13.0,3.222,-0.333
Average,Oregon,1993,-3.222,-1.444,4.944,6.222,12.5,13.0,14.222,16.556,15.056,10.333,0.889,0.722
Average,Oregon,1998,1.889,2.111,4.389,6.778,8.944,13.667,20.444,19.722,16.667,8.222,3.611,-1.056
Average,Oregon,2003,3.889,1.667,5.278,5.444,10.667,16.222,21.167,19.222,16.111,11.167,1.611,1.167
Average,Oregon,2008,-1.944,2.111,2.5,4.611,10.889,13.667,19.056,18.444,15.222,9.333,5.778,-1.0
Average,Oregon,2013,-1.278,1.722,4.944,7.0,11.389,15.222,20.778,19.167,14.611,7.889,4.111,-1.278
Average,Oregon,2018,3.056,0.667,3.556,7.222,13.0,14.722,20.556,19.167,14.111,9.333,4.056,0.167
Average,Oregon,2022,1.5,2.111,5.444,4.556,8.778,14.5,20.889,21.444,16.944,12.278,0.667,-1.0
Average,Pennsylvania,1968,-6.611,-5.389,3.556,9.833,11.944,18.444,21.611,21.111,17.111,11.056,4.444,-3.111
Average,Pennsylvania,1973,-2.056,-3.611,6.0,8.667,12.278,20.222,21.5,21.389,17.0,11.667,5.389,-0.5
Average,Pennsylvania,1978,-6.556,-8.222,-0.056,7.556,13.611,18.389,20.278,21.333,16.833,9.111,4.944,-0.944
Average,Pennsylvania,1983,-2.667,-1.222,3.722,7.333,12.722,19.0,21.889,21.833,16.889,10.611,5.0,-3.778
Average,Pennsylvania,1988,-5.722,-2.889,2.889,7.944,14.611,18.389,23.111,22.167,15.444,7.556,5.222,-1.556
Average,Pennsylvania,1993,-0.889,-4.722,0.444,8.556,14.833,18.778,22.389,21.222,15.889,9.167,4.333,-1.778
Average,Pennsylvania,1998,1.278,2.111,4.222,9.722,16.889,18.667,20.889,21.222,18.167,11.0,5.278,2.222
Average,Pennsylvania,2003,-6.333,-4.556,2.889,8.778,13.389,17.778,20.944,21.611,16.5,9.167,7.056,-0.722
Average,Pennsylvania,2008,-1.556,-2.389,2.0,10.667,12.222,20.444,21.667,19.333,17.444,9.389,3.833,-0.722
Average,Pennsylvania,2013,-1.667,-2.556,1.0,9.278,14.944,19.667,22.611,19.778,16.111,11.889,3.0,-0.667
Average,Pennsylvania,2018,-4.944,1.278,0.556,6.222,17.778,19.222,22.0,22.278,19.278,11.278,2.611,0.833
Average,Pennsylvania,2022,-5.278,-1.278,4.056,8.333,15.833,19.5,22.389,21.889,17.222,9.667,6.0,-0.778
Average,Rhode Island,1968,-4.667,-4.5,3.056,9.389,12.667,17.611,22.0,20.333,17.222,12.556,4.833,-1.611
Average,Rhode Island,1973,-1.111,-2.0,5.667,9.056,12.944,20.0,21.944,22.5,16.778,11.389,5.722,2.556
Average,Rhode Island,1978,-4.0,-5.667,0.611,7.222,13.333,18.556,20.556,21.222,15.0,10.333,5.333,0.444
Average,Rhode Island,1983,-1.722,-0.667,3.944,8.222,12.444,19.611,22.556,21.444,18.778,11.222,6.611,-0.556
Average,Rhode Island,1988,-4.0,-1.056,3.222,7.444,13.667,18.222,22.444,22.667,16.222,8.611,6.5,-0.5
Average,Rhode Island,1993,-1.056,-4.222,1.222,8.389,15.0,19.056,22.167,21.833,17.111,10.056,5.944,0.111
Average,Rhode Island,1998,1.278,2.222,4.389,9.111,15.444,18.278,22.0,22.0,18.167,11.5,5.889,3.167
Average,Rhode Island,2003,-4.722,-3.778,2.667,6.778,12.222,17.889,22.056,22.778,18.111,10.389,7.333,1.5
Average,Rhode Island,2008,-0.167,-0.111,3.278,9.611,13.0,20.556,23.278,20.222,17.722,10.667,5.556,1.556
Average,Rhode Island,2013,-0.889,-1.0,2.833,8.722,14.722,20.0,24.667,20.611,16.722,12.222,5.167,0.556
Average,Rhode Island,2018,-2.444,3.167,2.944,6.889,16.333,18.833,23.222,23.944,19.167,11.5,5.0,1.833
Average,Rhode Island,2022,-2.778,0.222,4.778,9.111,15.667,19.056,23.611,23.889,17.444,12.389,8.167,1.889
Average,South Carolina,1968,4.222,4.333,11.667,17.111,20.167,24.389,26.167,27.0,22.5,17.611,11.056,5.556
Average,South Carolina,1973,6.611,6.389,14.333,15.5,20.111,24.667,26.389,25.667,24.389,18.278,13.667,7.722
Average,South Carolina,1978,3.0,3.722,10.778,17.333,20.611,25.111,26.667,26.389,24.0,16.556,14.556,8.444
Average,South Carolina,1983,4.944,7.278,11.778,14.056,20.611,23.889,27.389,27.333,22.5,17.611,11.444,6.556
Average,South Carolina,1988,3.778,7.333,12.111,16.5,20.111,24.0,26.5,27.0,22.722,14.389,12.778,7.278
Average,South Carolina,1993,9.0,7.222,10.556,14.667,21.111,25.556,29.0,26.556,24.056,17.222,12.167,6.722
Average,South Carolina,1998,8.944,9.667,11.5,16.667,22.722,26.778,27.944,26.333,24.056,18.444,14.056,10.889
Average,South Carolina,2003,5.278,8.111,13.889,16.167,21.222,24.444,26.111,26.5,22.444,17.333,14.778,6.111
Average,South Carolina,2008,6.611,10.389,12.611,16.5,20.556,26.722,26.556,26.167,23.222,16.278,10.167,10.556
Average,South Carolina,2013,10.111,8.111,9.111,16.722,19.944,25.222,26.0,25.222,23.056,17.889,10.833,9.944
Average,South Carolina,2018,4.778,14.111,11.111,15.556,23.222,26.778,26.778,26.667,26.333,19.389,11.056,9.222
Average,South Carolina,2022,6.5,11.056,14.278,16.833,22.722,26.0,27.389,26.167,23.222,16.056,13.889,7.833
Average,South Dakota,1968,-9.056,-6.556,3.556,6.722,10.944,18.667,21.611,20.444,15.222,9.444,0.333,-10.056
Average,South Dakota,1973,-7.222,-4.278,3.167,6.389,12.944,19.333,22.389,23.722,14.167,10.667,-0.833,-7.333
Average,South Dakota,1978,-16.278,-12.556,-1.0,6.556,13.833,18.889,21.778,21.278,18.556,9.222,-2.444,-10.056
Average,South Dakota,1983,-3.778,-1.111,0.333,4.389,11.333,18.0,24.0,25.056,16.0,8.833,0.167,-16.667
Average,South Dakota,1988,-10.389,-7.444,1.278,8.0,16.222,24.056,23.944,22.667,15.444,8.056,0.667,-4.444
Average,South Dakota,1993,-10.556,-10.167,0.278,6.222,13.389,16.444,19.278,20.0,12.778,7.778,-2.111,-4.667
Average,South Dakota,1998,-7.056,0.389,-3.111,8.278,15.167,16.5,23.0,22.333,19.389,9.111,2.222,-3.556
Average,South Dakota,2003,-6.778,-7.333,0.056,8.833,12.778,17.722,23.556,23.778,15.556,11.0,-2.444,-3.0
Average,South Dakota,2008,-8.778,-7.167,0.111,5.611,11.667,17.667,22.611,21.778,15.722,8.444,1.222,-9.944
Average,South Dakota,2013,-7.0,-4.556,-2.167,2.722,13.278,18.5,22.111,22.0,18.778,6.833,0.056,-10.278
Average,South Dakota,2018,-7.722,-11.333,-0.889,2.611,16.722,20.722,22.333,21.056,16.389,6.222,-1.5,-3.722
Average,South Dakota,2022,-7.111,-6.667,0.778,4.278,13.0,19.833,23.667,22.889,18.556,9.667,-1.611,-9.333
